author,title,description,url,source,published_at
Isabel Keane,"US reporter ‘violated Russian law,’ was caught ‘red-handed’: Kremlin","Wall Street Journal reporter Evan Gershkovich was caught ""red-handed"" violating Russian law, the Kremlin said on Tuesday after the US State Department officially designated the journalist as being ""wrongfully detained.""",https://nypost.com/2023/04/11/kremlin-evan-gershkovich-was-caught-red-handed-in-russia/,New York Post,2023-04-11
Craig Munro,Conductor for the Kyiv Opera killed on frontlines in Ukraine,'Now he will play his music with the heavenly orchestra.',https://metro.co.uk/2023/04/11/conductor-for-the-kyiv-opera-killed-on-frontlines-in-ukraine-18592949/,Metro,2023-04-11
,"U.N. says nearly 8,500 civilians killed since Russian invasion","The United Nations Office for The High Commissioner for Human Rights on Tuesday said the estimated civilian casualty figures for the war in Ukraine were nearing 8,500 but warned the actual numbers are likely much higher.",https://www.upi.com/Top_News/World-News/2023/04/11/ukraine-ohchr-8500-civilians-killed-Russian-invasion/7761681219906/,upi,2023-04-11
Reuters,"Russia’s Wagner mercenaries control over 80% of Bakhmut, leader says","The head of Russia&#8217;s Wagner mercenary group, Yevgeny Prigozhin, said in a video posted on Tuesday that his forces now control more than 80% of the eastern Ukrainian city of Bakhmut. Wagner fighters have led Russia&#8217;s months-long efforts to capture Bakhmut, in one of the bloodiest battles in its 13-month-old invasion of Ukraine. The grinding [&#8230;]",https://nationalpost.com/pmn/news-pmn/russias-wagner-mercenaries-control-over-80-of-bakhmut-leader-says,nationalpost,2023-04-11
Rob Beschizza,"Russia lost 1.3 million ""young workers"" last year","The Moscow Times reports that Russia's workforce lost 1.3M young people last year. If it invites the question ""I wonder where they went?"" the answer is the obvious one: they're fled or buried.Working citizens under the age of 35 in the Russian labor market totaled 21.5 million in December, accounting for 29.8% of the country's workforce of 72.1 million.  &#8212; Read the rest",https://boingboing.net/2023/04/11/russia-lost-1-3m-young-workers-in-the-last-year.html,boingboing,2023-04-11
Tim Marchman,Leaked Pentagon Docs Show Russia's Brutal Wagner Mercenaries Have Ambitions in Haiti,The top-secret documents show Vladimir Putin's favorite mercenary group has global plans well beyond fighting in Ukraine.,https://www.vice.com/en_us/article/v7be4x/leaked-pentagon-documents-wagner-group-haiti,Vice News,2023-04-11
,Kornet: Most Fearsome Weapon of Russia’s Tank Hunters?,"The Russian military is training special ‘tank hunter’ units designed to take on the German, British and American armor being sent to Ukraine. What sorts of weapons will Russian forces have at their disposal to counter the sophisticated Western heavy weapons platforms? Sputnik explores.",https://sputnikglobe.com/20230411/kornet-most-fearsome-weapon-of-russias-tank-hunters-1109361417.html,en,2023-04-11
,Zimbabwe Interested in Russia's Help With Water Security – Water Resources Agency,"MOSCOW, (Sputnik) – Zimbabwe has expressed its interest in Russia's experience in resolving issues of water deficit, river recovery and ecological education, the Russian Federal Agency of Water Resources (Rosvodoresursy) said on Tuesday.",https://sputnikglobe.com/20230411/zimbabwe-interested-in-russias-help-with-water-security--water-resources-agency-1109362906.html,en,2023-04-11
Reuters,"Volcano erupts in Russian far east, carpeting villages in ash","One of Russia's most active volcanoes erupted on the far eastern Kamchatka peninsula on Tuesday, shooting a vast cloud of ash far into the sky that smothered villages and triggered an aviation warning.",https://nypost.com/2023/04/11/volcano-erupts-in-russian-far-east-carpeting-villages-in-ash/,New York Post,2023-04-11
,Espagne : Pedro Sanchez devant le Congrès pour parler des accords avec le Maroc,"Le chef du gouvernement espagnol, Pedro Sanchez, comparaîtra devant la session plénière du Congrès, prévue mercredi 19 mai, pour évoquer lévolution du conflit en Ukraine et les relations de lEspagne avec le Maroc. Selon des sources parlementaires citées par l’agence Europe Press, cette séance sera inscrite à lordre du jour de la semaine prochaine.",https://www.yabiladi.com/articles/details/138683/espagne-pedro-sanchez-devant-congres.html,yabiladi.com,2023-04-11
,Ukrainian hackers say they have compromised Russian spy who hacked Democrats in 2016,(marketscreener.com) Ukrainian hackers claim to have broken into the emails of a senior Russian military spy wanted by the Federal Bureau of Investigation for hacking the Hillary Clinton campaign and other senior U.S. Democrats ahead of Donald Trump's election to the presidency in 2016.https://www.marketscreener.com/quote/currency/US-DOLLAR-RUSSIAN-ROUBL-2370597/news/Ukrainian-hackers-say-they-have-compromised-Russian-spy-who-hacked-Democrats-in-2016-43468089/?utm_medium=RSS&utm_content=20230411,https://www.marketscreener.com/quote/currency/US-DOLLAR-RUSSIAN-ROUBL-2370597/news/Ukrainian-hackers-say-they-have-compromised-Russian-spy-who-hacked-Democrats-in-2016-43468089/?utm_medium=RSS&utm_content=20230411,4-traders,2023-04-11
Reuters,Ukrainian hackers say they have compromised Russian spy who hacked Democrats in 2016,"WASHINGTON &#8212; Ukrainian hackers claim to have broken into the emails of a senior Russian military spy wanted by the Federal Bureau of Investigation for hacking the Hillary Clinton campaign and other senior U.S. Democrats ahead of Donald Trump&#8217;s election to the presidency in 2016. In a message posted to Telegram on Monday, a group [&#8230;]",https://nationalpost.com/pmn/news-pmn/crime-pmn/ukrainian-hackers-say-they-have-compromised-russian-spy-who-hacked-democrats-in-2016,nationalpost,2023-04-11
The Associated Press,Russian lawmakers vet bill allowing electronic draft notices,MOSCOW (AP) &#8212; Russian lawmakers approved legislation Tuesday that would allow authorities to issue electronic summons to draftees and reservists amid the fighting in Ukraine. The State Duma voted to pass the bill on its second and third readings. The legislation still needs approval from the upper house of parliament and President Vladimir Putin&#8217;s signature [&#8230;],https://nationalpost.com/pmn/news-pmn/russian-lawmakers-vet-bill-allowing-electronic-draft-notices,nationalpost,2023-04-11
,Russian lawmakers vet bill allowing electronic draft notices,Russian lawmakers have approved legislation that would allow authorities to issue electronic summons to draftees and reservists,https://www.sandiegouniontribune.com/news/nation-world/story/2023-04-11/russian-lawmakers-vet-bill-allowing-electronic-draft-notices,signonsandiego,2023-04-11
AFP,Russian volcano spews ash across Kamchatka peninsula,Volcanologists issued a red code warning for flights,https://timesofmalta.com/articles/view/russian-volcano-spews-ash-across-kamchatka-peninsula.1024736,Times of Malta,2023-04-11
Micaela Burrow,Leaked Document Appears To Show US Doubts About Ukraine’s Anticipated Counteroffensive: REPORT,'The information hype is not an advantage',https://dailycaller.com/2023/04/11/pentagon-documents-doubts-ukraine-counteroffensive/,dailycaller,2023-04-11
Alex Hern UK technology editor,Pentagon leak traced to video game chat group users arguing over war in Ukraine,"Analysis suggests top-secret documents were first shared on closed gamer chatrooms hosted by DiscordA damaging batch of documents leaked from the Pentagon appears to have been initially shared on the video game chat platform Discord in an effort to win an argument about the war in Ukraine, according to open-source intelligence analysts.The bizarre provenance of the leak may seem unusual but it is far from the first time that a dispute between gamers has sparked an intelligence breach, with the overlapping communities causing problems for militaries and gaming platforms alike. Continue reading...",https://www.theguardian.com/world/2023/apr/11/pentagon-leak-traced-to-video-game-chat-group-users-arguing-over-war-in-ukraine,The Guardian,2023-04-11
Reuters News Service,"UN tally of confirmed civilian deaths in Ukraine approaches 8,500","Nearly 8,500 civilians are confirmed to have been killed in Russia&#8217;s invasion of Ukraine, a U.N. body said on Tuesday, with many thousands more unverified deaths still feared. The Office of the UN High Commissioner for Human Rights (OHCHR) said it had recorded 8,490 people killed and 14,244 injured between...",https://cyprus-mail.com/2023/04/11/un-tally-of-confirmed-civilian-deaths-in-ukraine-approaches-8500/,cyprus-mail,2023-04-11
,"Yellen says vigilant to downside risks given war in Ukraine, banking pressures","(marketscreener.com) U.S. Treasury SecretaryJanet Yellen said she remained vigilant to downside risks facingthe global economy, given the negative economic consequences ofRussia's war against Ukraine and recent pressures on bankingsystems in the United States and elsewhere. In remarks prepared for a news conference, Yellen said theglobal economy was...https://www.marketscreener.com/news/latest/Yellen-says-vigilant-to-downside-risks-given-war-in-Ukraine-banking-pressures--43467737/?utm_medium=RSS&utm_content=20230411",https://www.marketscreener.com/news/latest/Yellen-says-vigilant-to-downside-risks-given-war-in-Ukraine-banking-pressures--43467737/?utm_medium=RSS&utm_content=20230411,4-traders,2023-04-11
,Developed during the war: Ukraine's 'Sherlock Holmes: The Awakened',"Kyiv studio Frogwares is releasing a video game created entirely during the war. How did the conflict influence the development of ""Sherlock Holmes: The Awakened?""",https://www.dw.com/en/developed-during-the-war-ukraine-s-sherlock-holmes-the-awakened/a-65238641?maca=en-rss-en-all-1573-rdf,Deutsche Welle,2023-04-11
,Developed during the war: Ukraine's 'Sherlock Holmes: The Awakened',"Kyiv studio Frogwares is releasing a video game created entirely during the war. How did the conflict influence the development of ""Sherlock Holmes: The Awakened?""",https://www.dw.com/en/developed-during-the-war-ukraine-s-sherlock-holmes-the-awakened/a-65238641?maca=en-rss-en-top-1022-rdf,Deutsche Welle,2023-04-11
Holly Patrick,Volcanologist makes ‘ash angel’ after Russian volcano erupts,"A volcanologist dressed in a hazmat suit made an ‘ash angel’ in debris left by a Russian volcano eruption on Tuesday, 11 April.",https://www.independent.co.uk/tv/news/russia-volcano-eruption-shiveluch-ash-b2317800.html,Independent,2023-04-11
,Russian tennis player speaks out after sparking outrage with Spartak Moscow shirt,"Russian tennis player Anastasia Potapova has vowed not to wear a Spartak Moscow shirt on court again, after she was criticised for doing so during Indian Wells. ",https://www.dailymail.co.uk/sport/tennis/article-11960339/Russian-tennis-player-speaks-sparking-outrage-Spartak-Moscow-shirt.html?ns_mchannel=rss&ito=1490&ns_campaign=1490,dailymail,2023-04-11
Pierra Willix,This Morning guest tells cosmetic surgery ‘horror story’ after ‘being given BBL without her knowledge’,'Would you play Russian Roulette?',https://metro.co.uk/2023/04/11/this-morning-guest-tells-cosmetic-surgery-horror-story-after-bbl-18591083/,Metro,2023-04-11
Times of Malta,'Revenge of the geeks': Drones battle on Ukraine front,"In the modern battlefield, drones can update artillery units in real time",https://timesofmalta.com/articles/view/revenge-geeks-drones-battle-ukraine-front.1024700,Times of Malta,2023-04-11
,"Russia may see wider 2023 budget deficit, lower growth for years to come -IMF","(marketscreener.com) Russia may see a sharply wider budget deficit and a smaller current account surplus this year, while global isolation and lower energy revenues dampen its economic growth prospects for years to come, the International Monetary Fund said on Tuesday. https://www.marketscreener.com/quote/currency/US-DOLLAR-RUSSIAN-ROUBL-2370597/news/Russia-may-see-wider-2023-budget-deficit-lower-growth-for-years-to-come-IMF-43467383/?utm_medium=RSS&utm_content=20230411",https://www.marketscreener.com/quote/currency/US-DOLLAR-RUSSIAN-ROUBL-2370597/news/Russia-may-see-wider-2023-budget-deficit-lower-growth-for-years-to-come-IMF-43467383/?utm_medium=RSS&utm_content=20230411,4-traders,2023-04-11
ADAM PEMBLE,Russian forces in Crimea brace for possible Ukraine assault,The Moscow-appointed leader of Crimea says the region is on guard for what may be an impending Ukrainian counteroffensive,https://www.sandiegouniontribune.com/news/nation-world/story/2023-04-11/russian-forces-in-crimea-brace-for-possible-ukraine-assault,signonsandiego,2023-04-11
The Associated Press,Hungary concludes new energy agreements with Russia,"BUDAPEST, Hungary (AP) &#8212; Hungary signed new agreements Tuesday to ensure its continued access to Russian energy, a sign of the country&#8217;s continuing diplomatic and trade ties with Moscow that have confounded some European leaders amid the war in Ukraine. Speaking at a news briefing in Moscow, Hungarian Foreign Minister Peter Szijjarto said Russian state [&#8230;]",https://financialpost.com/pmn/business-pmn/hungary-concludes-new-energy-agreements-with-russia,business,2023-04-11
,Hungary concludes new energy agreements with Russia,Hungary has signed new agreements to ensure its continued access to Russian energy,https://www.marketbeat.com/articles/hungary-concludes-new-energy-agreements-with-russia-2023-04-11/,lulegacy,2023-04-11
,Pays baltes: Comment Kaja Kallas est devenue la «nouvelle dame de fer de l’Europe»,"Reconduite à la tête de l’Estonie, elle symbolise l’irruption de l’Europe orientale sur le devant de la scène européenne à la faveur de la guerre en Ukraine. Portrait. ",https://www.24heures.ch/comment-kaja-kallas-est-devenue-la-nouvelle-dame-de-fer-de-leurope-961290913002,24 heures,2023-04-11
,Pays baltes: Comment Kaja Kallas est devenue la «nouvelle dame de fer de l’Europe»,"Reconduite à la tête de l’Estonie, elle symbolise l’irruption de l’Europe orientale sur le devant de la scène européenne à la faveur de la guerre en Ukraine. Portrait. ",https://www.tdg.ch/comment-kaja-kallas-est-devenue-la-nouvelle-dame-de-fer-de-leurope-961290913002,Tribune de Geneve,2023-04-11
Amanda Little,Opinion: Ukraine has given the world a blueprint to fight hunger,Five crucial ways we can build on lessons from a year of conflict. Begin with more forward thinking.,https://www.mercurynews.com/2023/04/11/opinion-ukraine-has-given-the-world-a-blueprint-to-fight-hunger/,The Mercury News,2023-04-11
Jordan King,Emotional moment 100 prisoners return to Ukraine after swap deal with Russia,"One soldier was heard on the phone to their mum saying: 'It's okay, I'm back, alive, healthy. It's okay mommy.'",https://metro.co.uk/2023/04/11/emotional-moment-prisoners-return-to-ukraine-after-deal-with-russia-18591144/,Metro,2023-04-11
,Szijjarto Says Discussed With Novak Prevention of Sanctions Against Nuclear Energy Sphere,"BUDAPEST (Sputnik) - Hungarian Foreign Minister Peter Szijjarto said on Tuesday that he discussed with Russian Deputy Prime Minister Alexander Novak the prevention of sanctions against nuclear energy sphere, and supplies via the Turkish Stream, and the Druzhba pipelines.",https://sputnikglobe.com/20230411/szijjarto-says-discussed-with-novak-prevention-of-sanctions-against-nuclear-energy-sphere-1109352398.html,en,2023-04-11
,More than half of aluminium in LME warehouses produced in Russia,"(marketscreener.com) The share of Russian aluminium stocks in warehouses registered with the London Metal Exchange climbed to 53% of the total in March from 46% in February and 41% in January, data on the exchange's website showed on Tuesday.https://www.marketscreener.com/news/latest/More-than-half-of-aluminium-in-LME-warehouses-produced-in-Russia--43466713/?utm_medium=RSS&utm_content=20230411",https://www.marketscreener.com/news/latest/More-than-half-of-aluminium-in-LME-warehouses-produced-in-Russia--43466713/?utm_medium=RSS&utm_content=20230411,4-traders,2023-04-11
"David Hambling, Contributor",The New Company Mass-Producing Attack Drones For Ukraine,"A new company manufacturing miniature attack drones for Ukraine has emerged from stealth mode. One Way Aerospace's Scalpel anti-tank drones have proved themselves in combat, now they will be mass-produced in Ukraine.",https://www.forbes.com/sites/davidhambling/2023/04/11/the-new-company-mass-producing-attack-drones-for-ukraine/,Forbes,2023-04-11
,More than half of aluminium in LME warehouses produced in Russia,"(marketscreener.com) The share of Russian aluminium stocks in warehouses registered with the London Metal Exchange climbed to 53% of the total in March from 46% in February and 41% in January, data on the exchange's website showed on Tuesday.https://www.marketscreener.com/quote/stock/UNITED-COMPANY-RUSAL-INT-6165909/news/More-than-half-of-aluminium-in-LME-warehouses-produced-in-Russia-43466713/?utm_medium=RSS&utm_content=20230411",https://www.marketscreener.com/quote/stock/UNITED-COMPANY-RUSAL-INT-6165909/news/More-than-half-of-aluminium-in-LME-warehouses-produced-in-Russia-43466713/?utm_medium=RSS&utm_content=20230411,4-traders,2023-04-11
"Katya Soldak, Forbes Staff","Tuesday, April 11. Russia’s War On Ukraine: News And Information From Ukraine",Dispatches from Ukraine. Day 412.,https://www.forbes.com/sites/katyasoldak/2023/04/11/tuesday-april-11-russias-war-on-ukraine-news-and-information-from-ukraine/,Forbes,2023-04-11
Philip Barker,Russian Diving Federation President set to meet sports officials to discuss competing with Chinese divers,Russian Diving Federation President Stanislav Druzhinin has revealed he is set to meet sports off...,https://cdn.dmcl.biz/articles/1135802/russia-diving-hopes-china,insidethegames,2023-04-11
Jasper King,Apocalyptic scenes after erupting Russian volcano covers entire villages in ash,Smothered villages were covered in 8.5cm of dust - the deepest in 60 years.,https://metro.co.uk/2023/04/11/russia-shiveluch-volcano-erupts-for-first-time-in-16-years-18590321/,Metro,2023-04-11
Neil Shefferd,All-Russian Swimming Federation President Salnikov says criteria for admission of Russians a &quot;perversion&quot; of Olympic Movement’s principles,All-Russian Swimming Federation President Vladimir Salnikov has described the criteria for the re...,https://web4.insidethegames.biz/articles/1135805/salnikov-perversion-russia-principles,insidethegames,2023-04-11
Philip Barker,Russian Diving Federation President set to meet sports officials to discuss competing with Chinese divers,Russian Diving Federation President Stanislav Druzhinin has revealed he is set to meet sports off...,https://web4.insidethegames.biz/articles/1135802/russia-diving-hopes-china,insidethegames,2023-04-11
,Ukraine updates: Russia begins military drills in the Arctic,"Soldiers, ships and planes are taking part in the military exercise in Russia's icy northern sea. Meanwhile, the UK has said Russia is likely beefing up its airborne forces. DW has the latest.",https://www.dw.com/en/ukraine-updates-russia-begins-military-drills-in-the-arctic/a-65276843?maca=en-rss-en-world-4025-rdf,Deutsche Welle,2023-04-11
,"Industrie. Flambée du prix du gaz : nouveau prêt public pour Arc, qui redémarre ses fours",Le verrier avait provisoirement fermé cet hiver cinq de ses huit fours fonctionnant au gaz face à la flambée du prix découlant de l'invasion de l'Ukraine.,https://www.republicain-lorrain.fr/societe/2023/04/11/flambee-du-prix-du-gaz-nouveau-pret-public-pour-arc-qui-redemarre-ses-fours,La Republicain,2023-04-11
Philip Barker,Russian Diving Federation President set to meet sports officials to discuss competing with Chinese divers,Russian Diving Federation President Stanislav Druzhinin has revealed he is set to meet sports off...,https://www.insidethegames.biz/articles/1135802/russia-diving-hopes-china,insidethegames,2023-04-11
Ousmane Wade,"Pape Modou Fall, Citoyen Sénégalais: « 2024, une perspective, un enjeu »","Notre pays à la croisée des chemins Il subit les contre-coups de la crise économique engendrée par la guerre en Ukraine, il est cerné par une ceinture de feu des pays de la sous-région déstabilisées par les forces djihadistes, la découverte du pétrole et du gaz aiguise les appétits à l’intérieur comme à l’extérieur de nos frontières. Ce contexte géo-politique est gros de menaces qu’il faut prendre très au sérieux. Car l’enjeu pour notre nation est d’ordre existentiel. C’est la survie du pays qui est la vraie problématique actuelle. Le jeu politique qui s’...",https://www.leral.net/Pape-Modou-Fall-Citoyen-Senegalais-2024-une-perspective-un-enjeu_a346955.html,leral.net,2023-04-11
Reuters News Service,Russia plans electronic call-up papers in crackdown on draft dodgers,"Russia is poised to introduce electronic military draft papers for the first time in its history in an effort to make it harder for men to avoid being drafted as it seeks to perfect a system it has used to bolster its military forces in Ukraine. The State Duma, the...",https://cyprus-mail.com/2023/04/11/russia-plans-electronic-call-up-papers-in-crackdown-on-draft-dodgers/,cyprus-mail,2023-04-11
Neil Shefferd,All-Russian Swimming Federation President Salnikov says criteria for admission of Russians a &quot;perversion&quot; of Olympic Movement’s principles,All-Russian Swimming Federation President Vladimir Salnikov has described the criteria for the re...,https://www.insidethegames.biz/articles/1135805/salnikov-perversion-russia-principles,insidethegames,2023-04-11
,"First in Four Years, Oil Tanker Offloads Russian Crude in Ghana, Reports Say","The tanker Theseus, loaded with 600,000 barrels of Russian crude oil, left the Black Sea port of Novorossiysk in late January and arrived in Ghanaian waters off the Gulf of Guinea on February 24. The raw materials were to be delivered to the Tema Oil Refinery (TOR), located 24 km from Ghana's capital of Accra.",https://sputnikglobe.com/20230411/first-in-four-years-oil-tanker-offloads-russian-crude-in-ghana-reports-say-1109343873.html,en,2023-04-11
,US Creating Biological Weapon Components Near Russia's Borders: Russian Defense Ministry,"MOSCOW (Sputnik) - The United States is creating components of biological weapons in the immediate vicinity of Russia's borders, Lt. Gen. Igor Kirillov, the head of the radiation, chemical and biological defense troops of the Russian armed forces, said on Tuesday.",https://sputnikglobe.com/20230411/us-creating-biological-weapon-components-near-russias-borders-russian-defense-ministry-1109349596.html,en,2023-04-11
,"Western Weapons Sent to Ukraine Popping Up in Europe, Africa, Russia's UNSC Envoy Says","As NATO Secretary General Jens Stoltenberg stated on April 3, NATO members have provided Ukraine with military assistance worth more than 65 billion euros. The United States, Britain, and Poland are the leading suppliers of weaponry to Ukraine among the NATO states.",https://sputnikglobe.com/20230411/western-weapons-sent-to-ukraine-popping-up-in-europe-africa-russias-unsc-envoy-says-1109341345.html,en,2023-04-11
Naharnet Newsdesk,Russian volcano spews ash across Kamchatka peninsula,Russian volcano spews ash across Kamchatka peninsula,https://www.naharnet.com/stories/en/296836-russian-volcano-spews-ash-across-kamchatka-peninsula,naharnet,2023-04-11
,"How Many Nukes Does Russia Have in 2023, and What Kinds are There?",Fears that the NATO-Russia proxy war in Ukraine might escalate into a nuclear holocaust have apparently subsided among US policymakers as the West continues to probe Russia’s security red lines through arms deliveries to Kiev. How many nukes does Moscow have in its arsenal in 2023? Under what conditions could it would use them? Sputnik explains.,https://sputnikglobe.com/20230411/how-many-nukes-does-russia-have-in-2023-and-what-kinds-are-there-1107385137.html,en,2023-04-11
,"Ukrainian Ex-President’s Wife Owns Giant Champagne Factory in Embattled Artemovsk, DPR Chief Reveals","President Zelensky personally ordered the reinforcement of the Ukrainian-occupied DPR city of Artemovsk (the Ukrainian side calls it Bakhmut) with elite troops and reserve forces last month, with battles for the city turning into a brutal meat grinder. Russian fighters raised a Russian flag over the city’s town hall last week.",https://sputnikglobe.com/20230411/ukrainian-ex-presidents-wife-owns-giant-champagne-factory-in-embattled-artemovsk-dpr-chief-reveals-1109347444.html,en,2023-04-11
